busco_id	scf	length	assignment	assignment_group	fction
57752at50557	NODE_851:43480-47120	365	L	AX-L	pleiotropic regulator 1
57752at50557	NODE_22741:146-3157	368	AX	AX-L	pleiotropic regulator 1
57761at50557	NODE_9059:7028-10317	415	AX	AX	U4/U6 small nuclear ribonucleoprotein Prp31
57786at50557	NODE_4190:3163-10792	321	L	AX-L	Winged helix-like DNA-binding domain superfamily
57786at50557	NODE_1201:20256-29831	316	AX	AX-L	Winged helix-like DNA-binding domain superfamily
57791at50557	NODE_11460:1617-8865	450	AX	AX	probable ATP-dependent RNA helicase Dbp73D
57812at50557	NODE_3917:1314-17225	347	AX	AX	Zinc finger C2H2 superfamily
57980at50557	NODE_27830:1-2735	204	AX	AX	phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform isoform X1
57983at50557	NODE_41017:1-1350	247	AX	AX	adenosine 3'-phospho 5'-phosphosulfate transporter 1
58098at50557	NODE_9593:3936-8126	322	L	L	probable serine incorporator isoform X1
58189at50557	NODE_14686:971-5421	170	AX	AX	Uncharacterized protein, isoform A
58203at50557	NODE_22984:618-2478	337	AX	AX-Lk	26S proteasome regulatory subunit 7
58203at50557	NODE_2313:8869-15929	348	Lk	AX-Lk	26S proteasome regulatory subunit 7
58206at50557	NODE_8679:8530-10645	335	AX	AX	Dual specificity mitogen-activated protein kinase kinase dSOR1
58363at50557	NODE_93:70147-72630	299	L	AX-L-L	peroxisomal targeting signal 1 receptor
58363at50557	NODE_11415:6296-9001	276	L	AX-L-L	peroxisomal targeting signal 1 receptor
58363at50557	NODE_11005:2888-5145	319	AX	AX-L-L	peroxisomal targeting signal 1 receptor
58479at50557	NODE_20419:1128-3585	358	AX	AX	DDB1- and CUL4-associated factor 12
58640at50557	NODE_3569:17168-20597	311	AX	AX	General transcription factor IIH subunit
58729at50557	NODE_12826:2786-6233	362	AX	AX	U3 small nucleolar RNA-associated protein 15 homolog
58906at50557	NODE_2420:21524-26284	304	AX	AX-L-L	Innexin
58906at50557	NODE_599:16089-29050	303	L	AX-L-L	Innexin
58906at50557	NODE_5536:13492-18019	302	L	AX-L-L	Innexin
58946at50557	NODE_30630:1-1825	256	AX	AX	methyltransferase-like protein 17, mitochondrial
58961at50557	NODE_10:22437-24328	340	L	AX-L	DNA methyltransferase 1-associated protein 1
58961at50557	NODE_17409:126-2515	339	AX	AX-L	DNA methyltransferase 1-associated protein 1
59039at50557	NODE_38939:1-1395	208	AXp	AXp	chromosome transmission fidelity protein 18 homolog
59099at50557	NODE_4938:4096-10262	334	AX	AX-L	Myelin expression factor 2
59099at50557	NODE_5682:8228-13223	331	L	AX-L	Myelin expression factor 2
59396at50557	NODE_3581:23058-24161	234	AX	AX	beta-1,4-mannosyltransferase egh
59481at50557	NODE_15981:1-4825	226	AX	AX	pyruvate dehydrogenase (acetyl-transferring) kinase, mitochondrial
59552at50557	NODE_19611:346-2241	333	AX	AX	Eukaryotic translation initiation factor 3 subunit M
59664at50557	NODE_5983:11387-16760	746	AX	AX	DNA replication ATP-dependent helicase/nuclease DNA2
59721at50557	NODE_7348:3093-5055	343	AX	AX	cytochrome b-c1 complex subunit 2, mitochondrial
59918at50557	NODE_15093:1919-3745	281	AX	AX	ras-related GTP-binding protein C
59985at50557	NODE_2746:12519-16714	368	AX	AX-L	Alpha-1,3-glucosyltransferase
59985at50557	NODE_12624:408-4075	366	L	AX-L	Alpha-1,3-glucosyltransferase
60092at50557	NODE_6692:8007-14964	367	AX	AX	Ankyrin repeat-containing domain
60261at50557	NODE_2102:26567-33231	292	L	AX-L	pre-mRNA-splicing factor RBM22
60261at50557	NODE_25926:706-2303	293	AX	AX-L	pre-mRNA-splicing factor RBM22
60470at50557	NODE_1866:2506-14981	361	Lk	AX-L-Lk	protein xmas-2
60470at50557	NODE_2117:1096-10471	468	AX	AX-L-Lk	protein xmas-2
60470at50557	NODE_12553:116-7546	425	L	AX-L-Lk	protein xmas-2
60694at50557	NODE_17015:198-4862	537	AX	AX	protein SMG8
60711at50557	NODE_6639:3848-14285	258	AX	AX	myocyte-specific enhancer factor 2 isoform X1
60720at50557	NODE_9074:7186-11050	115	AX	AX	Zinc finger C2H2 superfamily
60857at50557	NODE_7747:3698-11915	191	AX	AX	amphiphysin isoform X1
60890at50557	NODE_11067:1264-3515	413	AX	AX	glucosidase 2 subunit beta
60951at50557	NODE_145:57830-60946	300	L	L	proliferation-associated protein 2G4
60961at50557	NODE_7860:9695-12706	338	AX	AX	protein disulfide-isomerase A6
60993at50557	NODE_1405:22971-25815	450	L	AX-L	dnaJ homolog subfamily C member 11
60993at50557	NODE_4684:4575-9785	446	AX	AX-L	dnaJ homolog subfamily C member 11
61099at50557	NODE_2:82084-88827	291	L	AX-L	deformed epidermal autoregulatory factor 1
61099at50557	NODE_14671:1217-6715	306	AX	AX-L	deformed epidermal autoregulatory factor 1
61176at50557	NODE_2801:25100-28020	357	L	AX-L	Mannosyltransferase
61176at50557	NODE_2795:25308-28073	354	AX	AX-L	Mannosyltransferase
61442at50557	NODE_3200:636-3475	532	L	AX-L	dnaJ homolog subfamily C member 2
61442at50557	NODE_8676:5020-10375	482	AX	AX-L	dnaJ homolog subfamily C member 2
61616at50557	NODE_4880:11138-19614	168	AX	AX	photoreceptor-specific nuclear receptor
61652at50557	NODE_7352:1075-9635	395	AX	AX	transmembrane protein 145
61705at50557	NODE_6743:4746-9963	354	AX	AX	protein krasavietz
62106at50557	NODE_2298:11749-17257	328	AX	AX	Alpha-1,3-glucosyltransferase
62569at50557	NODE_12502:1443-7887	403	AX	AX-Lk	transmembrane protein 161B
62569at50557	NODE_356:28884-33155	406	Lk	AX-Lk	transmembrane protein 161B
62733at50557	NODE_27175:1-2547	225	AX	AX-L	solute carrier family 35 member F6
62733at50557	NODE_1007:2487-5125	273	L	AX-L	solute carrier family 35 member F6
63006at50557	NODE_3878:993-6518	347	AX	AX	Mitochondrial import inner membrane translocase subunit TIM44
63110at50557	NODE_6363:3989-10099	242	AX	AX	GDP-fucose protein O-fucosyltransferase 2
63135at50557	NODE_17584:1586-4435	356	AX	AX	FAS-associated factor 2
63395at50557	NODE_35393:1-1315	185	AX	AX-L	cyclin-dependent kinase 8
63395at50557	NODE_28368:705-2731	206	L	AX-L	cyclin-dependent kinase 8
63655at50557	NODE_738:38442-47073	310	AX	AX-L	RNA 3'-terminal phosphate cyclase
63655at50557	NODE_10754:908-2645	313	L	AX-L	RNA 3'-terminal phosphate cyclase
63767at50557	NODE_146:18099-20462	171	L	AX-L	ubiquitin-like domain-containing CTD phosphatase 1
63767at50557	NODE_4666:880-5486	174	AX	AX-L	ubiquitin-like domain-containing CTD phosphatase 1
63888at50557	NODE_165:12221-14059	280	L	L	ankyrin repeat and MYND domain-containing protein 2
63962at50557	NODE_1578:7-16901	373	AX	AX	3-phosphoinositide-dependent protein kinase 1 isoform X1
64014at50557	NODE_4838:11796-18755	229	AX	AX	acylglycerol kinase, mitochondrial
64167at50557	NODE_5372:4676-7772	363	AX	AX	28S ribosomal protein S27, mitochondrial
64266at50557	NODE_2108:1-3519	215	AX	AX	ethanolamine-phosphate cytidylyltransferase isoform X1
64673at50557	NODE_6136:6439-11835	336	Lc	AX-L-Lc	26S proteasome non-ATPase regulatory subunit 12
64673at50557	NODE_30263:494-2405	357	L	AX-L-Lc	26S proteasome non-ATPase regulatory subunit 12
64673at50557	NODE_17918:1738-5145	344	AX	AX-L-Lc	26S proteasome non-ATPase regulatory subunit 12
64749at50557	NODE_4267:19075-21101	306	L	AX-L	cytochrome c oxidase assembly protein COX15 homolog
64749at50557	NODE_23745:140-3565	307	AX	AX-L	cytochrome c oxidase assembly protein COX15 homolog
64976at50557	NODE_665:13689-18663	323	L	AX-L-L	BMP-binding endothelial regulator protein
64976at50557	NODE_5063:1-8272	344	AX	AX-L-L	BMP-binding endothelial regulator protein
64976at50557	NODE_20527:1-2469	290	L	AX-L-L	BMP-binding endothelial regulator protein
65033at50557	NODE_6958:9556-12998	297	AX	AX	serine/threonine-protein kinase STK11
65123at50557	NODE_29624:1-2184	157	AX	AX	geranylgeranyl transferase type-1 subunit beta
65263at50557	NODE_2690:9280-16493	241	AX	AX-L	SH2 domain
65263at50557	NODE_81:48710-54085	231	L	AX-L	SH2 domain
65366at50557	NODE_1350:7276-13823	317	AX	AX	39S ribosomal protein L38, mitochondrial
65449at50557	NODE_275:75442-77803	448	L	L	RNA helicase
65618at50557	NODE_500:12803-21912	341	Lk	Lk	protein disulfide-isomerase TMX3
65689at50557	NODE_830:6662-18747	565	AX	AX-L-L	N-alpha-acetyltransferase 25, NatB auxiliary subunit
65689at50557	NODE_1854:142-9906	518	L	AX-L-L	N-alpha-acetyltransferase 25, NatB auxiliary subunit
65689at50557	NODE_10659:1926-7965	570	L	AX-L-L	N-alpha-acetyltransferase 25, NatB auxiliary subunit
65934at50557	NODE_3054:8608-11295	304	AX	AX	beta-parvin
65980at50557	NODE_84:17913-28036	375	L	L	tetratricopeptide repeat protein 8
66267at50557	NODE_1362:22428-33601	303	AX	AX	protein shifted isoform X1
66318at50557	NODE_1670:2326-5075	210	AX	AX-L	D-beta-hydroxybutyrate dehydrogenase, mitochondrial
66318at50557	NODE_2547:6516-8257	209	L	AX-L	D-beta-hydroxybutyrate dehydrogenase, mitochondrial
66354at50557	NODE_8814:3747-5985	310	AX	AX	Methionine aminopeptidase 2
66427at50557	NODE_12062:5306-7505	292	AX	AX-L	ribonucleoside-diphosphate reductase subunit M2
66427at50557	NODE_93:72661-75407	289	L	AX-L	ribonucleoside-diphosphate reductase subunit M2
66447at50557	NODE_5015:7170-9648	322	AX	AX-L	sister chromatid cohesion protein DCC1
66447at50557	NODE_1038:29002-31674	283	L	AX-L	sister chromatid cohesion protein DCC1
66453at50557	NODE_19391:767-4083	350	AX	AX	mannose-1-phosphate guanyltransferase alpha
66548at50557	NODE_15502:979-2432	257	AX	AX	FIT family protein CG10671
66571at50557	NODE_67:58473-60552	350	L	AX-L	AP-3 complex subunit mu-1
66571at50557	NODE_10850:3206-7202	350	AX	AX-L	AP-3 complex subunit mu-1
66657at50557	NODE_8638:4076-9369	400	AX	AX-L	nitric oxide-associated protein 1
66657at50557	NODE_30:53079-55676	425	L	AX-L	nitric oxide-associated protein 1
66688at50557	NODE_85:17635-27195	309	AX	AX	protein fuzzy homolog
66690at50557	NODE_1799:10238-12648	223	AX	AX-L	inositol polyphosphate 1-phosphatase
66690at50557	NODE_291:20212-29449	223	L	AX-L	inositol polyphosphate 1-phosphatase
66691at50557	NODE_3484:986-2485	290	L	AX-L-L	Actin-related protein 2/3 complex subunit
66691at50557	NODE_1076:15348-16886	291	L	AX-L-L	Actin-related protein 2/3 complex subunit
66691at50557	NODE_5801:13696-15580	291	AX	AX-L-L	Actin-related protein 2/3 complex subunit
66718at50557	NODE_5043:15522-17914	196	L	AX-L-L	fasciculation and elongation protein zeta-2
66718at50557	NODE_589:3308-12745	196	L	AX-L-L	fasciculation and elongation protein zeta-2
66718at50557	NODE_8003:1-11255	196	AX	AX-L-L	fasciculation and elongation protein zeta-2
66736at50557	NODE_8627:8641-10460	191	AX	AX	protein CNPPD1
66842at50557	NODE_13147:312-6825	347	AX	AX-L	Zinc finger C2H2 superfamily
66842at50557	NODE_1369:39498-43211	357	L	AX-L	Zinc finger C2H2 superfamily
66850at50557	NODE_6741:4026-7463	346	L	AX-L-L	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex
66850at50557	NODE_1343:31014-39211	330	AX	AX-L-L	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex
66850at50557	NODE_65:119435-123004	333	L	AX-L-L	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex
67170at50557	NODE_343:57277-58693	334	L	AX-L-L	26S proteasome non-ATPase regulatory subunit 13
67170at50557	NODE_2020:29557-34829	334	L	AX-L-L	26S proteasome non-ATPase regulatory subunit 13
67170at50557	NODE_5468:5712-12837	334	AX	AX-L-L	26S proteasome non-ATPase regulatory subunit 13
67486at50557	NODE_360:66265-71325	366	Lk	AX-Lk	Glycylpeptide N-tetradecanoyltransferase
67486at50557	NODE_4774:12788-14491	366	AX	AX-Lk	Glycylpeptide N-tetradecanoyltransferase
67606at50557	NODE_1833:1329-6715	376	AX	AX-L	ATPase, AAA-type, conserved site
67606at50557	NODE_2998:1-2645	376	L	AX-L	ATPase, AAA-type, conserved site
67700at50557	NODE_5682:4702-5955	173	L	AX-L-L	neugrin
67700at50557	NODE_5431:13149-14633	237	L	AX-L-L	neugrin
67700at50557	NODE_5361:16863-18203	172	AX	AX-L-L	neugrin
67725at50557	NODE_1331:21877-38199	327	AX	AX-L	transmembrane protein 184B isoform X1
67725at50557	NODE_922:20764-32407	327	L	AX-L	transmembrane protein 184B isoform X1
68043at50557	NODE_9314:8535-11144	286	AX	AX	probable ATP-dependent RNA helicase DDX52
68076at50557	NODE_12641:336-3670	278	AX	AX	geranylgeranyl transferase type-2 subunit beta
68094at50557	NODE_12245:5076-6669	250	AX	AX	prostaglandin E synthase 2
68325at50557	NODE_1064:14610-22785	290	L	L	WD repeat-containing protein 92
68441at50557	NODE_3410:15678-25246	246	AX	AX	putative methyltransferase C9orf114 homolog
68476at50557	NODE_2284:24690-30795	258	AX	AX	TRPL translocation defect protein 14 isoform X1
68493at50557	NODE_12792:1-3765	433	AX	AX	protein ABHD16A
68581at50557	NODE_11052:996-6514	291	L	AX-L	SH2 domain
68581at50557	NODE_4888:11316-14831	290	AX	AX-L	SH2 domain
68599at50557	NODE_2180:15613-24342	192	AX	AX	transcription factor Sp9 isoform X1
68813at50557	NODE_1115:16279-21950	271	AX	AX	Diphosphomevalonate decarboxylase
68878at50557	NODE_1268:8787-32816	143	AX	AX	protein tramtrack, alpha isoform isoform X1
68957at50557	NODE_27033:317-2685	298	AX	AX-L	WD repeat-containing protein 55 homolog
68957at50557	NODE_3387:10663-14378	303	L	AX-L	WD repeat-containing protein 55 homolog
69102at50557	NODE_9279:6226-9423	159	AX	AX	PPM-type phosphatase domain
69159at50557	NODE_20170:2706-4262	306	AX	AX	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1
69497at50557	NODE_3426:228-11984	211	AX	AX	glycogenin-1 isoform X1
69548at50557	NODE_2181:16355-18090	347	L	AX-L	Ribosome biogenesis protein WDR12 homolog
69548at50557	NODE_17998:1216-3748	347	AX	AX-L	Ribosome biogenesis protein WDR12 homolog
69725at50557	NODE_1470:22107-26999	342	AX	AX-L	docking protein 1
69725at50557	NODE_7364:935-11217	256	L	AX-L	docking protein 1
69729at50557	NODE_3059:17671-20121	403	AX	AX	uncharacterized protein C18orf8
69855at50557	NODE_8413:4466-7179	414	L	AX-L	tRNA-dihydrouridine(47) synthase
69855at50557	NODE_18327:152-2052	376	AX	AX-L	tRNA-dihydrouridine(47) synthase
69869at50557	NODE_6862:3297-12059	243	AX	AX	uncharacterized protein LOC105187850
69957at50557	NODE_4355:10618-13686	358	AX	AX	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
70047at50557	NODE_33093:1-1325	204	AX	AX	26S proteasome non-ATPase regulatory subunit 11
70072at50557	NODE_16939:3516-5450	390	AX	AX	adenosine monophosphate-protein transferase FICD homolog
70122at50557	NODE_401:10249-38627	301	AX	AX	Broad-complex core protein isoforms 1/2/3/4/5
70279at50557	NODE_27927:1-2625	188	AXp	AXp	exosome complex component rrp45
70367at50557	NODE_5058:9889-13353	441	AX	AX	FGGY carbohydrate kinase domain-containing protein
70521at50557	NODE_1343:36424-42817	271	AX	AX-L	ethanolamine kinase
70521at50557	NODE_65:104794-114572	273	L	AX-L	ethanolamine kinase
70651at50557	NODE_4650:11556-14092	264	L	AX-L	zinc transporter 7
70651at50557	NODE_10176:612-6285	270	AX	AX-L	zinc transporter 7
70675at50557	NODE_7340:485-3555	505	AX	AX	cactin
70721at50557	NODE_1028:45478-47793	270	L	AX-L	ubiquitin carboxyl-terminal hydrolase 46
70721at50557	NODE_7565:10127-13257	272	AX	AX-L	ubiquitin carboxyl-terminal hydrolase 46
70743at50557	NODE_14109:1-1835	320	AX	AX	alpha-1,3/1,6-mannosyltransferase ALG2
70763at50557	NODE_19593:1633-4720	205	AX	AX-L	Cell cycle checkpoint control protein
70763at50557	NODE_172:89473-91679	218	L	AX-L	Cell cycle checkpoint control protein
71152at50557	NODE_6874:276-4488	192	AX	AX	drebrin-like protein
71619at50557	NODE_7619:9364-13359	246	L	AX-L	uncharacterized protein YJR142W
71619at50557	NODE_15310:591-5695	238	AX	AX-L	uncharacterized protein YJR142W
71739at50557	NODE_851:23665-26398	254	L	AX-L	Eukaryotic translation initiation factor 3 subunit I
71739at50557	NODE_1947:33872-35319	259	AX	AX-L	Eukaryotic translation initiation factor 3 subunit I
71987at50557	NODE_5365:14677-18472	281	L	AX-L-L	twinfilin
71987at50557	NODE_2754:7222-10865	284	L	AX-L-L	twinfilin
71987at50557	NODE_1334:39779-42671	283	AX	AX-L-L	twinfilin
72000at50557	NODE_7418:2458-4505	164	L	AX-L-L	Chitin binding domain
72000at50557	NODE_973:21788-24751	159	AX	AX-L-L	Chitin binding domain
72000at50557	NODE_3240:10346-16400	165	L	AX-L-L	Chitin binding domain
72085at50557	NODE_1609:16498-18822	418	AX	AX-L	cytochrome P450 302a1, mitochondrial
72085at50557	NODE_480:6764-13743	386	L	AX-L	cytochrome P450 302a1, mitochondrial
72133at50557	NODE_4947:18001-18830	201	AX	AX	Zinc finger, RING-type
72511at50557	NODE_1016:22812-28041	565	AX	AX-L-L	ribonucleases P/MRP protein subunit POP1
72511at50557	NODE_2188:6599-16035	544	L	AX-L-L	ribonucleases P/MRP protein subunit POP1
72511at50557	NODE_10294:4396-7281	555	L	AX-L-L	ribonucleases P/MRP protein subunit POP1
72573at50557	NODE_923:2666-4905	298	Lk	L-Lk	transmembrane protein 184C
72573at50557	NODE_5374:5506-8576	299	L	L-Lk	transmembrane protein 184C
72759at50557	NODE_5279:15537-18443	337	AX	AX	EF-hand domain
72769at50557	NODE_27343:617-2775	385	AX	AX	RNA-binding protein NOB1
72785at50557	NODE_4476:3107-6525	268	AX	AX	zinc finger protein 622
73053at50557	NODE_5278:16161-17998	203	AX	AX	protein Peter pan
73354at50557	NODE_5130:2439-8325	294	AX	AX	Methylthioribose-1-phosphate isomerase
73387at50557	NODE_2442:8060-10180	291	AX	AX	stomatin-like protein 2, mitochondrial
73584at50557	NODE_3449:11069-20441	245	AX	AX	polymerase delta-interacting protein 2
73602at50557	NODE_4167:7350-13852	229	L	AX-L-L	threonine aspartase 1
73602at50557	NODE_556:56660-58369	229	L	AX-L-L	threonine aspartase 1
73602at50557	NODE_9019:686-3193	229	AX	AX-L-L	threonine aspartase 1
73720at50557	NODE_1536:18108-40418	234	AX	AX	protein jim lovell
73763at50557	NODE_2574:17262-18700	246	AX	AX	tRNA (cytosine(38)-C(5))-methyltransferase
73786at50557	NODE_417:420-6715	378	AX	AX-L	coiled-coil domain-containing protein 102A isoform X1
73786at50557	NODE_702:21807-26719	369	L	AX-L	coiled-coil domain-containing protein 102A isoform X1
73852at50557	NODE_22467:655-2488	289	AX	AX-AX	sphingolipid delta(4)-desaturase DES1
73852at50557	NODE_29788:514-1854	289	AX	AX-AX	sphingolipid delta(4)-desaturase DES1
73869at50557	NODE_982:32172-40308	285	AX	AX	protein Mo25
73951at50557	NODE_16338:760-4895	328	AX	AX-L-L	protein tumorous imaginal discs, mitochondrial-like isoform X1
73951at50557	NODE_2652:1267-4565	328	L	AX-L-L	protein tumorous imaginal discs, mitochondrial-like isoform X1
73951at50557	NODE_9737:412-7655	358	L	AX-L-L	protein tumorous imaginal discs, mitochondrial-like isoform X1
74045at50557	NODE_6169:6586-12761	305	AX	AX	bifunctional arginine demethylase and lysyl-hydroxylase PSR
74150at50557	NODE_1321:39035-40990	224	AX	AX-L	DALR anticodon binding
74150at50557	NODE_135:79890-82329	256	L	AX-L	DALR anticodon binding
74197at50557	NODE_27001:386-2303	206	AX	AX	protein ABHD18 isoform X1
74305at50557	NODE_34304:524-1833	232	AX	AX-L	lysosomal thioesterase PPT2 homolog
74305at50557	NODE_585:19857-25208	232	L	AX-L	lysosomal thioesterase PPT2 homolog
74381at50557	NODE_133:91993-102593	311	L	L-L	tropomodulin isoform X1
74381at50557	NODE_64:69504-79410	311	L	L-L	tropomodulin isoform X1
74508at50557	NODE_13430:1433-3356	228	AX	AX-L-L	guanine nucleotide-binding protein subunit beta-like protein 1
74508at50557	NODE_24:37379-39424	202	L	AX-L-L	guanine nucleotide-binding protein subunit beta-like protein 1
74508at50557	NODE_12124:1846-3242	200	L	AX-L-L	guanine nucleotide-binding protein subunit beta-like protein 1
74718at50557	NODE_19109:479-2085	146	AX	AX	Glycosyltransferase family 92
74731at50557	NODE_4619:4207-11985	183	AX	AX	Wiskott-Aldrich syndrome protein family member 3
74841at50557	NODE_5753:4402-6105	326	AX	AX	bystin
74932at50557	NODE_5497:4946-7396	278	L	AX-L	dnaJ homolog subfamily B member 11
74932at50557	NODE_6488:666-6081	279	AX	AX-L	dnaJ homolog subfamily B member 11
74939at50557	NODE_19240:2416-4383	230	AX	AX	UDP-galactose translocator
75057at50557	NODE_181:33803-35630	293	L	L	probable deoxyhypusine synthase
75144at50557	NODE_1376:3388-9465	306	AX	AX	actin-related protein 6
75191at50557	NODE_31347:482-2039	237	AX	AX	cyclin-Y
75350at50557	NODE_2874:6426-12644	321	Lk	AX-Lk	protein FAM188A homolog
75350at50557	NODE_1032:196-5149	323	AX	AX-Lk	protein FAM188A homolog
75595at50557	NODE_24757:186-3111	329	AX	AX-L	macrophage erythroblast attacher
75595at50557	NODE_2920:5686-8214	334	L	AX-L	macrophage erythroblast attacher
75671at50557	NODE_5706:1-17075	295	L	L	protein Smaug homolog 1
75685at50557	NODE_6632:12745-13919	254	AX	AX	ELMO domain-containing protein 2
75748at50557	NODE_2557:634-7745	166	AX	AX	transcription factor AP-4
75758at50557	NODE_4977:13637-15949	311	AX	AX	lethal(2)neighbour of Tid protein
75818at50557	NODE_15954:1754-4775	241	AX	AX-L-L	COP9 signalosome complex subunit 6
75818at50557	NODE_67:66428-76278	241	L	AX-L-L	COP9 signalosome complex subunit 6
75818at50557	NODE_810:17410-21117	241	L	AX-L-L	COP9 signalosome complex subunit 6
75820at50557	NODE_2217:2596-4150	236	L	AX-L	Golgi to ER traffic protein 4 homolog
75820at50557	NODE_5993:12600-14845	237	AX	AX-L	Golgi to ER traffic protein 4 homolog
75832at50557	NODE_819:29403-31475	259	L	AX-L-L	electron transfer flavoprotein subunit alpha, mitochondrial
75832at50557	NODE_10051:1-2995	253	AX	AX-L-L	electron transfer flavoprotein subunit alpha, mitochondrial
75832at50557	NODE_479:1976-6589	260	L	AX-L-L	electron transfer flavoprotein subunit alpha, mitochondrial
75845at50557	NODE_14395:1-5701	197	Lp	AX-Lp	28S ribosomal protein S35, mitochondrial
75845at50557	NODE_1721:10229-13681	216	AX	AX-Lp	28S ribosomal protein S35, mitochondrial
75864at50557	NODE_16991:1346-3755	270	AX	AX	Inhibitor of growth protein
76116at50557	NODE_93:100019-101580	257	L	AX-L	replication factor C subunit 2
76116at50557	NODE_25800:1-2545	258	AX	AX-L	replication factor C subunit 2
76455at50557	NODE_2356:23057-31736	177	Lk	L-Lk	protein unzipped
76455at50557	NODE_124:45374-51208	208	L	L-Lk	protein unzipped
76481at50557	NODE_229:41815-50674	195	L	AX-L	Secretory carrier-associated membrane protein
76481at50557	NODE_5666:2836-11464	235	AX	AX-L	Secretory carrier-associated membrane protein
76747at50557	NODE_4953:1403-3245	249	AX	AX	dehydrogenase/reductase SDR family protein 7-like
76755at50557	NODE_28758:1-1845	230	AX	AX	target of rapamycin complex subunit lst8
76830at50557	NODE_14463:2309-6345	287	AX	AX	JNK-interacting protein 1 isoform X1
76896at50557	NODE_19722:2486-3936	231	AX	AX	probable 39S ribosomal protein L45, mitochondrial
76905at50557	NODE_3302:7486-8541	214	AX	AX-L	probable methyltransferase BTM2 homolog
76905at50557	NODE_19:75723-78151	223	L	AX-L	probable methyltransferase BTM2 homolog
76908at50557	NODE_770:7960-35779	222	L	AX-L	protein held out wings isoform X1
76908at50557	NODE_170:21120-50375	239	AX	AX-L	protein held out wings isoform X1
76963at50557	NODE_1416:29952-32685	395	AX	AX-L	protein ecdysoneless
76963at50557	NODE_649:20013-22584	401	L	AX-L	protein ecdysoneless
77225at50557	NODE_3323:8850-14659	398	AX	AX	CDK5 and ABL1 enzyme substrate 1
77563at50557	NODE_4043:693-3395	267	Lp	AX-Lp	Transmembrane protein 68
77563at50557	NODE_16218:482-4535	252	AX	AX-Lp	Transmembrane protein 68
77679at50557	NODE_2433:4430-9025	318	AX	AX-L	silk gland factor 1
77679at50557	NODE_2292:17045-25730	356	L	AX-L	silk gland factor 1
77723at50557	NODE_10562:1328-7085	352	AX	AX-L	ets DNA-binding protein pokkuri
77723at50557	NODE_1921:16795-22343	343	L	AX-L	ets DNA-binding protein pokkuri
77772at50557	NODE_296:48351-53822	281	Lc	Lc	WD40-repeat-containing domain
78051at50557	NODE_11695:24-2091	213	Lk	L-Lk	Elongation factor Ts, mitochondrial
78051at50557	NODE_1878:16996-21241	212	L	L-Lk	Elongation factor Ts, mitochondrial
78072at50557	NODE_219:55940-65468	274	Lk	AX-L-Lk	Probable cytosolic iron-sulfur protein assembly protein Ciao1
78072at50557	NODE_4402:3536-5401	287	AX	AX-L-Lk	Probable cytosolic iron-sulfur protein assembly protein Ciao1
78072at50557	NODE_7269:1461-9934	286	L	AX-L-Lk	Probable cytosolic iron-sulfur protein assembly protein Ciao1
78158at50557	NODE_843:48569-53725	262	AX	AX	SH2 domain
78175at50557	NODE_19084:296-4497	248	AX	AX-L	origin recognition complex subunit 2
78175at50557	NODE_4876:1-5595	249	L	AX-L	origin recognition complex subunit 2
78182at50557	NODE_6473:2550-6150	255	AX	AX-L	CIDE-N domain
78182at50557	NODE_8:5488-16405	271	L	AX-L	CIDE-N domain
78234at50557	NODE_1257:7547-9826	261	L	AX-L	Leucine carboxyl methyltransferase 1
78234at50557	NODE_10290:5733-7965	261	AX	AX-L	Leucine carboxyl methyltransferase 1
78296at50557	NODE_1551:22581-25790	209	L	L	tumor susceptibility gene 101 protein
78394at50557	NODE_5768:296-3551	281	L	AX-L-L	COP9 signalosome complex subunit 5
78394at50557	NODE_30:51023-54529	281	L	AX-L-L	COP9 signalosome complex subunit 5
78394at50557	NODE_8638:6757-8295	283	AX	AX-L-L	COP9 signalosome complex subunit 5
78395at50557	NODE_5684:11926-14280	258	L	AX-L	replication factor C subunit 4
78395at50557	NODE_14394:375-1765	251	AX	AX-L	replication factor C subunit 4
78446at50557	NODE_20139:1-2795	295	AX	AX	Golgi resident protein GCP60
78643at50557	NODE_1061:28816-35792	276	L	AX-L	GDP-fucose transporter 1
78643at50557	NODE_842:44459-48760	278	AX	AX-L	GDP-fucose transporter 1
78674at50557	NODE_9109:2536-10885	304	AX	AX-L	UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase
78674at50557	NODE_4215:529-5261	306	L	AX-L	UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase
78812at50557	NODE_493:8595-11222	212	AX	AX	protein gustavus isoform X1
78869at50557	NODE_5755:4383-14395	234	AX	AX-L	tafazzin homolog
78869at50557	NODE_802:50361-52061	232	L	AX-L	tafazzin homolog
79164at50557	NODE_517:22474-33443	298	L	AX-L	Coiled-coil domain-containing protein 6
79164at50557	NODE_9280:2938-7095	280	AX	AX-L	Coiled-coil domain-containing protein 6
79339at50557	NODE_7348:5197-13937	334	AX	AX	TOM1-like protein 2
